wvln_2,SPA_ag,SPB_ag,SPC_ag,SPD_ag,SPE_ag,SPF_ag,SPH_ag,SPI_ag,SPJ_ag,srfa_ag,,out,in
431,0.002051574,0.001009194,0.002666354,0.001827842,0.001071617,0.000531119,0.071533961,0.067255421,0.05763906,0.087296271,,0.001909041,0.065476147
432,0.001829292,0.000839615,0.002524163,0.001607126,0.000889486,0.000404738,0.070496734,0.066208183,0.056723939,0.085977764,,0.001731023,0.064476285
433,0.001605259,0.000656104,0.002381449,0.001343397,0.000691196,0.00027457,0.069501639,0.065178117,0.055819904,0.084642686,,0.001547604,0.063499887
434,0.001442143,0.000499062,0.00219522,0.001124806,0.000515667,0.000136271,0.068459077,0.064156604,0.05489641,0.083326565,,0.001378809,0.062504031
435,0.001340309,0.000385068,0.002015284,0.000966914,0.000385846,1.91E-06,0.067401986,0.063155184,0.054001697,0.08211433,,0.001246887,0.061519622
436,0.001266627,0.000312275,0.001916203,0.000853144,0.000308883,-0.000113955,0.06640152,0.062187631,0.05320402,0.08109594,,0.001165035,0.060597724
437,0.001181276,0.000240121,0.00186095,0.000764354,0.000243444,-0.000207852,0.065440305,0.061248921,0.052450203,0.080182822,,0.001094115,0.059713143
438,0.001040427,0.000105939,0.001745414,0.000680546,0.000120278,-0.000287098,0.064447229,0.060321299,0.051617806,0.079194194,,0.000963927,0.058795445
439,0.000871645,-8.13E-05,0.0015528,0.000575949,-5.75E-05,-0.000369254,0.063424204,0.059382551,0.050706118,0.078085876,,0.000781038,0.057837624
440,0.000763977,-0.000250644,0.001344849,0.000419462,-0.000221976,-0.000483436,0.062436777,0.058411364,0.049821784,0.076934033,,0.000619394,0.056889975
441,0.000723281,-0.000365833,0.001164671,0.000224056,-0.000342524,-0.000626832,0.061507233,0.057434254,0.049014688,0.075833746,,0.000507373,0.055985392
442,0.000642725,-0.000445331,0.001026713,5.77E-05,-0.000444733,-0.000758293,0.060594799,0.056537717,0.048252299,0.074903922,,0.000408036,0.055128272
443,0.000492785,-0.000501687,0.000942091,-3.05E-05,-0.00053025,-0.000840307,0.059694106,0.055762837,0.047518344,0.074174829,,0.000311063,0.054325096
444,0.000399059,-0.00054362,0.000911438,-4.21E-05,-0.000557145,-0.000856048,0.058866215,0.055046754,0.046829332,0.07350467,,0.000255625,0.053580767
445,0.000433275,-0.000584267,0.000914076,-7.46E-06,-0.000516293,-0.000818434,0.058140783,0.05433145,0.046193082,0.072772368,,0.000254361,0.052888438
446,0.000457396,-0.00066424,0.000862846,-3.26E-05,-0.000515011,-0.000825575,0.057425987,0.05360224,0.045576008,0.071929432,,0.000218667,0.052201412
447,0.000343316,-0.000807972,0.000698054,-0.000194166,-0.000640318,-0.000952259,0.056637684,0.052854121,0.044941823,0.070969863,,7.77996E-05,0.051477876
448,0.000162089,-0.000955789,0.000519917,-0.000392738,-0.000806639,-0.001118866,0.05580714,0.05210053,0.044275658,0.069966777,,-9.1261E-05,0.050727776
449,1.96E-05,-0.00104339,0.000442201,-0.000508701,-0.000906315,-0.001224955,0.05498656,0.051354485,0.043571288,0.069012658,,-0.000193861,0.049970778
450,-0.000104629,-0.001115726,0.000383495,-0.000598816,-0.000985467,-0.001307577,0.054177445,0.050599173,0.042851619,0.068153911,,-0.000278953,0.049209413
451,-0.000273774,-0.001255906,0.000199153,-0.000776714,-0.001142268,-0.001453192,0.053362179,0.049809576,0.042147034,0.067406886,,-0.000443509,0.048439596
452,-0.000477499,-0.001456371,-7.42E-05,-0.001013584,-0.001357231,-0.001648471,0.05255339,0.048997802,0.041453661,0.066693,,-0.000669345,0.047668285
453,-0.000661668,-0.001656806,-0.000296475,-0.001199161,-0.001545871,-0.001825608,0.051780194,0.048195975,0.040747831,0.065886904,,-0.00087165,0.046908
454,-0.000769332,-0.001775381,-0.000393767,-0.001275531,-0.001639793,-0.001918249,0.05108233,0.047479035,0.040098716,0.065040937,,-0.000979493,0.046220027
455,-0.000749925,-0.001719939,-0.000354168,-0.001235625,-0.001590368,-0.001868009,0.050503091,0.046951308,0.039645292,0.064361061,,-0.000941344,0.045699897
456,-0.000641529,-0.001545072,-0.000240989,-0.001135389,-0.00145443,-0.001724695,0.050001051,0.046566246,0.039347528,0.063842425,,-0.000809197,0.045304942
457,-0.000596404,-0.001488856,-0.000210764,-0.001109482,-0.00141629,-0.001669537,0.04942945,0.046089509,0.038936744,0.063217556,,-0.000765341,0.044818568
458,-0.000688352,-0.001646439,-0.000334291,-0.001216182,-0.001550664,-0.001781328,0.048726733,0.045419398,0.038297852,0.062372725,,-0.000889694,0.044147994
459,-0.000832859,-0.001828812,-0.000518336,-0.001364605,-0.001714146,-0.001935265,0.048002021,0.044717725,0.03762452,0.06151559,,-0.001060002,0.043448088
460,-0.000950267,-0.001892067,-0.000669228,-0.001473875,-0.001789091,-0.002023618,0.047347516,0.044112785,0.037073224,0.060813283,,-0.001170521,0.042844509
461,-0.001011082,-0.001887957,-0.0007416,-0.001526531,-0.001790584,-0.002041123,0.046764008,0.043568418,0.036612578,0.060236342,,-0.001213547,0.042315001
462,-0.001014005,-0.001892245,-0.000722723,-0.001531878,-0.001760642,-0.002008821,0.04622819,0.043028774,0.036179599,0.059722761,,-0.001209658,0.041812188
463,-0.001035514,-0.001939428,-0.000706726,-0.00156035,-0.001772933,-0.001990908,0.045686841,0.042478546,0.035718161,0.059159623,,-0.001227222,0.041294516
464,-0.001145093,-0.002040668,-0.000786165,-0.001673612,-0.0018841,-0.002045139,0.045090387,0.04191619,0.03518785,0.05847308,,-0.001323975,0.040731475
465,-0.001255993,-0.002126127,-0.000880979,-0.001785824,-0.002003021,-0.002117623,0.044473816,0.041370969,0.034662821,0.057802767,,-0.001421033,0.040169202
466,-0.001240531,-0.002110104,-0.00086429,-0.001773654,-0.002000339,-0.002124878,0.043895754,0.040877056,0.034240078,0.057349394,,-0.001404975,0.039670963
467,-0.001167603,-0.002061474,-0.000811172,-0.001702672,-0.001943369,-0.002107446,0.043348231,0.040400523,0.033858452,0.056995358,,-0.00134675,0.039202402
468,-0.00120778,-0.002129907,-0.000898337,-0.00173597,-0.002002203,-0.002171169,0.042789293,0.039874974,0.033373731,0.056459643,,-0.001412008,0.038679332
469,-0.00136411,-0.002303042,-0.001102247,-0.001877781,-0.00217354,-0.002310376,0.042201076,0.039299562,0.032793875,0.05574,,-0.0015898,0.038098171
470,-0.001500347,-0.002435756,-0.001235225,-0.0020008,-0.002313709,-0.002429919,0.041591409,0.038730316,0.032251859,0.055054868,,-0.001723776,0.037524528
471,-0.001568312,-0.002484111,-0.001255398,-0.002060966,-0.002371044,-0.002490842,0.040984993,0.038192091,0.031790137,0.054466832,,-0.001769274,0.036989074
472,-0.001624351,-0.002526899,-0.001296028,-0.002113745,-0.002406234,-0.002523788,0.040429295,0.037674809,0.031346216,0.053845592,,-0.001815759,0.03648344
473,-0.001695569,-0.002601335,-0.001408054,-0.002186656,-0.002453831,-0.002548019,0.03994179,0.037177567,0.030896724,0.053176053,,-0.001901653,0.03600536
474,-0.001740631,-0.002654546,-0.001476906,-0.002241983,-0.002485654,-0.002548707,0.039491478,0.036724684,0.03050647,0.052669438,,-0.001957361,0.035574211
475,-0.001745235,-0.00265952,-0.001447094,-0.002266896,-0.002496813,-0.002535176,0.03903114,0.036310947,0.030186677,0.052399259,,-0.001950616,0.035176255
476,-0.001772881,-0.002676139,-0.001447564,-0.002329825,-0.002551161,-0.002581544,0.038492944,0.035853806,0.029799996,0.052059817,,-0.001965528,0.034715582
477,-0.001872781,-0.002753889,-0.001581287,-0.002474925,-0.002687842,-0.002731464,0.037849344,0.035301763,0.029249277,0.051398326,,-0.002069319,0.034133461
478,-0.001975124,-0.002845025,-0.001728882,-0.002595735,-0.00280437,-0.002861507,0.037249348,0.03477835,0.028700158,0.05065455,,-0.00218301,0.033575952
479,-0.002000218,-0.002888406,-0.001749066,-0.00258036,-0.002791028,-0.002842238,0.036842763,0.034412911,0.028337936,0.050116627,,-0.002212563,0.03319787
480,-0.001974684,-0.002870152,-0.001693899,-0.002489296,-0.002706483,-0.002736697,0.036527359,0.034123499,0.028094919,0.049737272,,-0.002179578,0.032915259
481,-0.001959548,-0.002800801,-0.00167525,-0.002437258,-0.002661255,-0.002668579,0.036129081,0.033764467,0.027821259,0.049355773,,-0.0021452,0.032571603
482,-0.001967853,-0.002733121,-0.001701843,-0.00244713,-0.002675847,-0.002673222,0.035655108,0.033328614,0.027477139,0.048981563,,-0.002134272,0.03215362
483,-0.001986562,-0.002737723,-0.001731176,-0.002493174,-0.002721388,-0.002736321,0.035204921,0.032881469,0.027082876,0.048695088,,-0.00215182,0.031723089
484,-0.002002673,-0.002795446,-0.001752198,-0.002543278,-0.00276965,-0.00281739,0.034805816,0.032463379,0.026681422,0.048405944,,-0.002183439,0.031316872
485,-0.00200563,-0.002820595,-0.001781104,-0.002563728,-0.002792656,-0.002858693,0.034427014,0.032091842,0.026332733,0.047894282,,-0.002202443,0.03095053
486,-0.002013,-0.00280936,-0.001828012,-0.002570188,-0.002801942,-0.002856316,0.034033951,0.031749292,0.026034356,0.047192515,,-0.002216791,0.030605866
487,-0.002079835,-0.002854236,-0.001896751,-0.002636271,-0.002855575,-0.002870888,0.033586763,0.031374665,0.025712336,0.046614663,,-0.002276941,0.030224588
488,-0.002209934,-0.002975689,-0.001983969,-0.002775461,-0.002962915,-0.002929114,0.033092555,0.030948203,0.025332619,0.046257773,,-0.002389864,0.029791126
489,-0.002322428,-0.003073039,-0.002069074,-0.002899776,-0.003050883,-0.002998213,0.032634568,0.030516234,0.02493425,0.045845819,,-0.00248818,0.029361684
490,-0.002352706,-0.003073144,-0.002120391,-0.002934297,-0.003062583,-0.00303511,0.032268258,0.030129906,0.024568613,0.045257186,,-0.002515414,0.028988926
491,-0.002283936,-0.002994226,-0.002074522,-0.002857961,-0.002994051,-0.002989617,0.0319644,0.029835514,0.024298424,0.044803458,,-0.002450895,0.028699446
492,-0.002148848,-0.002897067,-0.001925042,-0.002704586,-0.002887156,-0.002864096,0.031659495,0.029622807,0.024129741,0.044691178,,-0.002323652,0.028470681
493,-0.002136855,-0.002948466,-0.001886888,-0.002682413,-0.00291994,-0.002862909,0.031211779,0.029281502,0.023851023,0.044494438,,-0.00232407,0.028114768
494,-0.002397122,-0.003265266,-0.002141652,-0.002956289,-0.003221723,-0.003151971,0.030526219,0.028641014,0.023287261,0.043795792,,-0.002601346,0.027484831
495,-0.002683858,-0.003566395,-0.002434484,-0.003251999,-0.003503972,-0.003450645,0.029858753,0.027978883,0.022707252,0.042946808,,-0.002894912,0.026848296
496,-0.002668047,-0.003494474,-0.002415371,-0.003204884,-0.003399106,-0.003386692,0.029530399,0.027667133,0.022474472,0.042489306,,-0.002859297,0.026557334
497,-0.002444834,-0.003202641,-0.00219148,-0.002944884,-0.003077916,-0.003098817,0.029422687,0.027583697,0.022464566,0.042334284,,-0.002612985,0.026490317
498,-0.002306717,-0.003074397,-0.00208236,-0.002828706,-0.002955298,-0.002958473,0.029211691,0.027377109,0.022327857,0.042102163,,-0.002487825,0.026305552
499,-0.002318343,-0.003156135,-0.002143472,-0.002908285,-0.003075446,-0.003025294,0.028818886,0.026976415,0.02199793,0.041686678,,-0.002539317,0.025931077
500,-0.002378983,-0.003255572,-0.002242464,-0.003017288,-0.0032175,-0.00313435,0.028341143,0.026510494,0.021613264,0.041181361,,-0.002625673,0.0254883
501,-0.002447407,-0.003304947,-0.002317661,-0.003086136,-0.003292401,-0.003208659,0.027850547,0.026052281,0.021239122,0.040655855,,-0.002690005,0.025047317
502,-0.002545932,-0.003375205,-0.002386765,-0.003150001,-0.003353997,-0.003269418,0.027385406,0.02560956,0.02085667,0.040143902,,-0.002769301,0.024617212
503,-0.00265437,-0.003473282,-0.002445634,-0.003209007,-0.003414987,-0.003315815,0.026974208,0.025192483,0.020481956,0.039689698,,-0.002857762,0.024216216
504,-0.002678965,-0.003499782,-0.002450078,-0.003205197,-0.00341759,-0.003311518,0.026631937,0.024818061,0.02018843,0.039355626,,-0.002876275,0.023879476
505,-0.002593152,-0.003414615,-0.002395126,-0.003130233,-0.003348504,-0.003253237,0.026341164,0.024482125,0.019993574,0.039126351,,-0.002800965,0.023605621
506,-0.002530337,-0.003334973,-0.002365244,-0.003106044,-0.003308304,-0.003220424,0.026011133,0.02413441,0.0197846,0.038823605,,-0.002743518,0.023310048
507,-0.002587093,-0.00335434,-0.002419756,-0.003210201,-0.003368822,-0.003267597,0.025579495,0.023737437,0.019475814,0.038335745,,-0.002787063,0.022930915
508,-0.002680395,-0.003433863,-0.002505694,-0.003335189,-0.003468062,-0.003341205,0.0250936,0.023316912,0.019120881,0.03784903,,-0.002873317,0.022510464
509,-0.002706512,-0.003505941,-0.002551409,-0.003357781,-0.003523276,-0.003372618,0.024623411,0.022911633,0.018796466,0.037556298,,-0.002921287,0.022110503
510,-0.0026588,-0.003508794,-0.002528165,-0.003285708,-0.003495386,-0.003340262,0.024227394,0.022560328,0.018540217,0.037330982,,-0.002898587,0.02177598
511,-0.002563518,-0.003400591,-0.002430979,-0.003170689,-0.003373684,-0.003246446,0.023945126,0.022290332,0.018365604,0.036983428,,-0.002798363,0.021533687
512,-0.00248333,-0.003279362,-0.002340038,-0.003088998,-0.003255662,-0.003163919,0.023696982,0.022025689,0.018183147,0.036558251,,-0.00270091,0.021301939
513,-0.002488378,-0.003291321,-0.002363246,-0.003118778,-0.003273457,-0.003188794,0.02335878,0.021653077,0.017868307,0.036195668,,-0.002714315,0.020960054
514,-0.002525706,-0.003380674,-0.002442059,-0.003184764,-0.003361773,-0.003267839,0.02294739,0.02122105,0.017480263,0.035911798,,-0.002782813,0.020549568
515,-0.002468946,-0.003365092,-0.002416243,-0.003119527,-0.003330957,-0.003258729,0.02257102,0.020877143,0.017190678,0.03563745,,-0.002750093,0.020212947
516,-0.00233582,-0.003240125,-0.002291372,-0.002952695,-0.003186692,-0.003156489,0.022250189,0.020624164,0.017002688,0.035322786,,-0.002622439,0.019959014
517,-0.002284353,-0.003177017,-0.002234825,-0.002904488,-0.003122547,-0.003092725,0.021919636,0.020322079,0.016757961,0.034929748,,-0.002565399,0.019666558
518,-0.002366637,-0.00323894,-0.002306272,-0.003033632,-0.003201932,-0.003119237,0.021543593,0.019917568,0.016408185,0.03445375,,-0.002637283,0.019289782
519,-0.002483474,-0.003335934,-0.002409605,-0.003168767,-0.00330146,-0.003174879,0.021130938,0.019479901,0.016065372,0.033943563,,-0.002743004,0.01889207
520,-0.00255577,-0.003397319,-0.002469075,-0.003198361,-0.003336954,-0.00321233,0.020705953,0.019065271,0.015792203,0.033466306,,-0.002807388,0.018521142
521,-0.002568626,-0.003413752,-0.002474565,-0.003167467,-0.003331237,-0.003224244,0.020318749,0.018686248,0.015532026,0.033137169,,-0.002818981,0.018179007
522,-0.002534862,-0.003394042,-0.002441648,-0.003132349,-0.003317369,-0.003215964,0.019988378,0.018339028,0.015234419,0.032985929,,-0.002790184,0.017853941
523,-0.002529753,-0.003380742,-0.002438486,-0.003128616,-0.003324377,-0.003216982,0.019633828,0.017991517,0.014921005,0.032778859,,-0.002782993,0.01751545
524,-0.002608144,-0.00340606,-0.002516243,-0.003174126,-0.003365628,-0.003248338,0.019188693,0.017615493,0.014622268,0.032320398,,-0.002843482,0.017142151
525,-0.002696067,-0.003438147,-0.002596715,-0.00322467,-0.00340506,-0.003280362,0.018744234,0.017240563,0.014353632,0.031822524,,-0.00291031,0.016779477
526,-0.002697377,-0.003432335,-0.002583082,-0.003224911,-0.003396057,-0.003274227,0.018412596,0.016904115,0.014122346,0.03155132,,-0.002904265,0.016479686
527,-0.002632428,-0.003392044,-0.00250755,-0.003172344,-0.003327732,-0.003223957,0.018161657,0.016611702,0.013913136,0.03141111,,-0.002844007,0.016228832
528,-0.002566712,-0.003341822,-0.002450639,-0.003089273,-0.003212701,-0.00314169,0.017902648,0.016349095,0.01369904,0.031168926,,-0.002786391,0.015983594
529,-0.002525092,-0.003292413,-0.002435265,-0.0030358,-0.003135183,-0.003083814,0.017602738,0.016077462,0.013458564,0.030817994,,-0.002750923,0.015712921
530,-0.002509698,-0.003251737,-0.002448444,-0.003086009,-0.003213337,-0.00312551,0.017264881,0.015742817,0.0131746,0.03047877,,-0.002736626,0.0153941
531,-0.002534113,-0.003251461,-0.002470785,-0.003154946,-0.003324229,-0.003194102,0.01689818,0.01535922,0.012868861,0.030146908,,-0.00275212,0.015042087
532,-0.002615491,-0.003336565,-0.002473765,-0.003022296,-0.00314747,-0.003092524,0.01652463,0.015000656,0.012599701,0.029721054,,-0.002808607,0.014708329
533,-0.002655932,-0.003400786,-0.002436782,-0.002899334,-0.003129194,-0.003036199,0.016183789,0.014710586,0.012385584,0.029224276,,-0.002831167,0.014426653
534,-0.002414662,-0.003144498,-0.00234727,-0.002764611,-0.00300178,-0.002922303,0.015945566,0.014497598,0.01219845,0.028846389,,-0.002635477,0.014213871
535,-0.00224652,-0.002977455,-0.002249039,-0.002624926,-0.002841023,-0.00277392,0.015793009,0.014323986,0.012020001,0.028710912,,-0.002491005,0.014045665
536,-0.002245563,-0.0029644,-0.002154595,-0.002591459,-0.00283827,-0.002486281,0.015546747,0.014073693,0.011852699,0.02880005,,-0.002454853,0.01382438
537,-0.002433405,-0.003144038,-0.002116875,-0.002750008,-0.00304963,-0.002386678,0.01514022,0.013707919,0.011609361,0.028835722,,-0.002564773,0.013485833
538,-0.002590954,-0.003294717,-0.002253111,-0.002848526,-0.003239365,-0.002215646,0.014744904,0.013314276,0.01119086,0.028418771,,-0.002712928,0.013083347
539,-0.002691747,-0.003387253,-0.002355154,-0.002853216,-0.003363332,-0.001949353,0.014362314,0.013035439,0.010931244,0.028187288,,-0.002811385,0.012776332
540,-0.002705215,-0.003391766,-0.002341637,-0.00283146,-0.003395433,-0.001681465,0.014091824,0.012798126,0.0107511,0.028316896,,-0.002812872,0.012547017
541,-0.00263251,-0.003310731,-0.002244444,-0.002726655,-0.003345421,-0.001332089,0.013807313,0.012642929,0.010632248,0.028828754,,-0.002729228,0.01236083
542,-0.002603208,-0.00327295,-0.002190062,-0.002664511,-0.003337849,-0.001025004,0.01379988,0.012460161,0.010483773,0.029019215,,-0.00268874,0.012247938
543,-0.002757599,-0.003417549,-0.002314124,-0.002779498,-0.00350544,-0.00089177,0.013883464,0.012157875,0.010211334,0.028158864,,-0.002829757,0.012084224
544,-0.00288977,-0.003539834,-0.002415584,-0.00287179,-0.003650192,-0.001267242,0.014115944,0.011855238,0.009951177,0.02796469,,-0.002948396,0.01197412
545,-0.002978477,-0.003620909,-0.002482598,-0.002931888,-0.003766132,-0.001616157,0.014368219,0.011569015,0.009756825,0.027795924,,-0.003027328,0.01189802
546,-0.003025435,-0.003661833,-0.002514254,-0.002958228,-0.003850709,-0.001935307,0.014645464,0.011305365,0.00943969,0.027646742,,-0.003067174,0.01179684
547,-0.003101327,-0.003730315,-0.002569341,-0.003006622,-0.003955278,-0.002273073,0.014908221,0.01102929,0.009111507,0.02749057,,-0.003133661,0.011683006
548,-0.003221,-0.003840302,-0.002659108,-0.00308742,-0.004088839,-0.002637555,0.015151088,0.010736739,0.008865595,0.027320433,,-0.003240137,0.011584474
549,-0.003335709,-0.003944427,-0.002740313,-0.003158758,-0.004211589,-0.002990328,0.015408363,0.010459945,0.008636341,0.027151892,,-0.00334015,0.01150155
550,-0.003422364,-0.004021057,-0.002795707,-0.003204845,-0.004315199,-0.003319251,0.0145088,0.010204475,0.00842785,0.026991688,,-0.003413042,0.011047042
551,-0.003507187,-0.004097751,-0.002856847,-0.003258572,-0.003577074,-0.003660552,0.013591177,0.009928105,0.008196564,0.026831065,,-0.003487262,0.010571948
552,-0.003794557,-0.004472398,-0.003114437,-0.003031817,-0.003501648,-0.003775924,0.01264498,0.009620493,0.007932259,0.026661089,,-0.003793797,0.010065911
553,-0.003127955,-0.003696498,-0.003187346,-0.003599602,-0.003736168,-0.003622667,0.011737268,0.009353891,0.007710645,0.02648101,,-0.003337266,0.009600601
554,-0.002987947,-0.00358209,-0.003736875,-0.003755903,-0.003805865,-0.003622041,0.010906118,0.00928163,0.007298793,0.026301059,,-0.003435638,0.00916218
555,-0.003237421,-0.003846528,-0.003217271,-0.003611504,-0.00374779,-0.003687552,0.010601113,0.008922456,0.007422412,0.026169714,,-0.00343374,0.008981994
556,-0.00322464,-0.003892091,-0.00299423,-0.003525881,-0.003704896,-0.003674555,0.01005221,0.008056191,0.007699456,0.026109098,,-0.00337032,0.008602619
557,-0.003218543,-0.003879286,-0.003005266,-0.003526431,-0.003707362,-0.00367264,0.009549036,0.008321795,0.007147153,0.025635893,,-0.003367698,0.008339328
558,-0.00304604,-0.00370215,-0.002858193,-0.003370947,-0.003556906,-0.003519876,0.009356927,0.008208745,0.007159128,0.024924196,,-0.003202128,0.0082416
559,-0.002934681,-0.00358531,-0.002768873,-0.003272367,-0.003462083,-0.003421898,0.009233643,0.0079052,0.007179905,0.024533786,,-0.003096288,0.008106249
560,-0.003074901,-0.003725312,-0.002952184,-0.003451682,-0.003653048,-0.003614972,0.009463382,0.008283063,0.007042899,0.023958965,,-0.003250799,0.008263115
561,-0.00300666,-0.003652345,-0.002909002,-0.003399996,-0.003606251,-0.003565775,0.009278724,0.008108445,0.006887161,0.023513046,,-0.003189336,0.008091443
562,-0.002857703,-0.003492645,-0.002761031,-0.003237501,-0.003439617,-0.003390723,0.009237977,0.008086765,0.006890381,0.023194837,,-0.003037126,0.008071708
563,-0.00279248,-0.003415874,-0.00269358,-0.003154725,-0.003351497,-0.003293382,0.009121926,0.007990987,0.006820305,0.022795163,,-0.002967311,0.007977739
564,-0.002765154,-0.003385266,-0.002697088,-0.003151172,-0.003354999,-0.003295928,0.008881194,0.007758129,0.006604884,0.022353344,,-0.002949169,0.007748069
565,-0.002744145,-0.003364415,-0.002720672,-0.003171134,-0.003387175,-0.003330587,0.00859803,0.00747768,0.006338433,0.021879102,,-0.002943077,0.007471381
566,-0.00260941,-0.003226002,-0.00261519,-0.003058197,-0.0032807,-0.003222761,0.008468856,0.007356972,0.006235557,0.021486952,,-0.002816868,0.007353795
567,-0.002557936,-0.0031653,-0.002570767,-0.003000767,-0.003221405,-0.003156564,0.008314703,0.007219612,0.00612158,0.02107343,,-0.002764668,0.007218631
568,-0.002506461,-0.003104598,-0.002526343,-0.002943337,-0.003162111,-0.003090368,0.00816055,0.007082252,0.006007603,0.02065436,,-0.002712467,0.007083468
569,-0.002454987,-0.003043895,-0.00248192,-0.002885907,-0.003102817,-0.003024172,0.008006397,0.006944892,0.005893626,0.020204264,,-0.002660267,0.006948305
570,-0.002403512,-0.002983193,-0.002437496,-0.002828477,-0.003043523,-0.002957976,0.007852244,0.006807532,0.005779648,0.019759522,,-0.002608067,0.006813141
571,-0.002352037,-0.002922491,-0.002393072,-0.002771046,-0.002984228,-0.00289178,0.007698091,0.006670172,0.005665671,0.019351612,,-0.002555867,0.006677978
572,-0.002300563,-0.002861788,-0.002348649,-0.002713616,-0.002924934,-0.002825583,0.007543939,0.006532812,0.005551694,0.0189368,,-0.002503667,0.006542815
573,-0.002249088,-0.002801086,-0.002304225,-0.002656186,-0.00286564,-0.002759387,0.007389786,0.006395452,0.005437717,0.018462965,,-0.002451466,0.006407651
574,-0.002197614,-0.002740383,-0.002259801,-0.002598756,-0.002806345,-0.002693191,0.007235633,0.006258092,0.00532374,0.01791454,,-0.002399266,0.006272488
575,-0.002429364,-0.00297322,-0.002539858,-0.00287612,-0.003097316,-0.002987574,0.00668996,0.00571374,0.004792458,0.017160626,,-0.002647481,0.005732052
576,-0.001962272,-0.002517228,-0.002029795,-0.002387487,-0.00255938,-0.002469882,0.007097815,0.006133307,0.005261881,0.018058114,,-0.002169765,0.006164334
577,-0.001455823,-0.00203806,-0.001524273,-0.001883,-0.002048405,-0.001957234,0.007460889,0.006500669,0.005654114,0.019018559,,-0.001672719,0.006538557
578,-0.001556436,-0.002161025,-0.001652317,-0.001988863,-0.002181529,-0.002065975,0.007182483,0.006222602,0.005392302,0.018515113,,-0.001789926,0.006265796
579,-0.001799136,-0.002385629,-0.00186158,-0.002173257,-0.002341151,-0.002213597,0.006934045,0.006004524,0.00522737,0.017994722,,-0.002015449,0.006055313
580,-0.001809149,-0.002369113,-0.001871986,-0.00219354,-0.002310551,-0.002217934,0.006827267,0.005919167,0.00520901,0.017949298,,-0.002016749,0.005985148
581,-0.001723974,-0.0023557,-0.001865794,-0.002217002,-0.002325569,-0.002225702,0.006700214,0.005775749,0.005062529,0.017347224,,-0.001981822,0.005846164
582,-0.001639825,-0.002316359,-0.001824498,-0.002221944,-0.002324846,-0.002219581,0.006581495,0.005589951,0.004919751,0.016881988,,-0.001926894,0.005697066
583,-0.001608061,-0.00232591,-0.001882975,-0.00226181,-0.002353807,-0.002239652,0.00644706,0.005393676,0.00476999,0.016319269,,-0.001938982,0.005536908
584,-0.001632017,-0.002387465,-0.001982313,-0.002338822,-0.002414343,-0.002287582,0.00629591,0.005186256,0.004612798,0.015719758,,-0.002000598,0.005364988
585,-0.00158349,-0.002381371,-0.002028497,-0.002367512,-0.002433805,-0.002299271,0.006166504,0.004993334,0.004465272,0.015168107,,-0.001997786,0.00520837
586,-0.001534963,-0.002375277,-0.002074681,-0.002396202,-0.002453267,-0.002310961,0.006037098,0.004800411,0.004317745,0.014616457,,-0.001994974,0.005051751
587,-0.001486436,-0.002369182,-0.002120865,-0.002424892,-0.00247273,-0.00232265,0.005907692,0.004607488,0.004170218,0.014064807,,-0.001992161,0.004895133
588,-0.00143791,-0.002363088,-0.002167049,-0.002453582,-0.002492192,-0.00233434,0.005778287,0.004414565,0.004022691,0.013513156,,-0.001989349,0.004738514
589,-0.001389383,-0.002356994,-0.002213233,-0.002482272,-0.002511654,-0.002346029,0.005648881,0.004221643,0.003875164,0.012961506,,-0.001986537,0.004581896
590,-0.001429011,-0.002433178,-0.002324064,-0.002569733,-0.002581071,-0.002401796,0.005493029,0.004011089,0.003715883,0.012351646,,-0.002062084,0.004406667
591,-0.001260845,-0.00231542,-0.002282513,-0.002518663,-0.002532738,-0.002353666,0.005399515,0.003842094,0.003584308,0.011878995,,-0.001952926,0.004275306
592,-0.00113808,-0.002240036,-0.002274255,-0.002497861,-0.002510131,-0.002328236,0.00529238,0.003664019,0.00344668,0.011376366,,-0.001884124,0.00413436
593,-0.001115163,-0.002257845,-0.00233922,-0.002543625,-0.002544106,-0.00235273,0.005155291,0.003465974,0.003295738,0.010807805,,-0.001904076,0.003972335
594,-0.001096216,-0.002279358,-0.002407096,-0.002592034,-0.00258033,-0.002379209,0.005017012,0.003267136,0.003144268,0.010236623,,-0.001927556,0.003809472
595,-0.001013707,-0.002241547,-0.00242836,-0.00259807,-0.002580536,-0.002373908,0.004897801,0.003081009,0.003001272,0.009707411,,-0.001894538,0.003660027
596,-0.00087802,-0.002154103,-0.002410626,-0.002568653,-0.002550608,-0.002342017,0.004794543,0.002905519,0.002865366,0.009213314,,-0.00181425,0.003521809
597,-0.000882115,-0.002201407,-0.00251254,-0.00265385,-0.002627741,-0.002412155,0.004646393,0.002650651,0.002655118,0.008831373,,-0.001865354,0.003317388
598,-0.000112137,-0.001468628,-0.001816336,-0.001934918,-0.00189173,-0.001663137,0.004865553,0.00324199,0.003297087,0.008014216,,-0.001132367,0.003801543
599,6.15E-05,-0.001333326,-0.001721056,-0.001818059,-0.001759515,-0.001519063,0.004838849,0.003223214,0.003327792,0.007463295,,-0.000997623,0.003796619
600,-2.14E-05,-0.001461368,-0.001909503,-0.00199172,-0.001928012,-0.001682496,0.004656291,0.002866358,0.003013623,0.006964801,,-0.001130753,0.003512091
