wvln_2,A8_ag,B8_ag,C8_ag,E8_ag,A9_ag,B9_ag,C9_ag,D9_ag,E9_ag,F9_ag,G9_ag,H9_ag,I9_ag,J9_ag,K9_ag,L9_ag,G10_ag,H10_ag,I10_ag,J10_ag,K10_ag,L10_ag,srfa_ag
260,0.75252139149668,0.775291843977756,1.2510162213173,1.48560166695706,0.714289566195097,0.71454009814845,1.24857650107076,1.2522847151099,1.46684903038801,1.46516015436024,0.820677601608337,0.812319194055584,1.33716819103191,1.31838711470021,1.52050844672542,1.5226687262545,0.803895183344056,0.782402693219248,1.33170521206897,1.310988223456,1.51176850584792,1.54248273220535,1.04668565397152
261,0.740366463100812,0.764132534677328,1.25064887439589,1.49488401479984,0.702153172777827,0.702716271870254,1.24674034382336,1.25037607403688,1.47549598115813,1.47199784672935,0.805496304683479,0.797010204323211,1.33553697838394,1.31562011760165,1.52826722722594,1.53087382835821,0.788641700720535,0.766719176016469,1.33005573340196,1.30798953576943,1.51953204863613,1.55106855275347,1.04374725493224
262,0.728525796753826,0.753245564839386,1.25081131233822,1.50520066400713,0.690423286793116,0.691390000738109,1.24615025667876,1.24990019506923,1.48546084159271,1.48093532089929,0.790615057282553,0.781882503242409,1.33463746901698,1.31375253039115,1.53750597223366,1.54082467295419,0.773833305738549,0.751619498353062,1.32923978630983,1.30554831513124,1.52854330445188,1.56218016793618,1.04155991250643
263,0.716747308487002,0.741901137027227,1.25045959294779,1.51494331780124,0.678794152128341,0.68012131524045,1.24568338749482,1.2497262760127,1.4948258451979,1.49033454483261,0.775733297671127,0.766651403371076,1.33292210145394,1.3121156135808,1.54648796220407,1.55071981571668,0.759138598205095,0.736916546770458,1.32796502560473,1.30279768971951,1.53738088069351,1.57416825147967,1.03932101441071
264,0.704475962419191,0.729739319962843,1.24795084477361,1.52245753688915,0.666731617792451,0.668211161721251,1.24254268245233,1.24687704672433,1.50066945066342,1.49650010469352,0.760053791372877,0.750718003641276,1.32834767859624,1.30820559864578,1.55210820566456,1.55758893208634,0.743399769676402,0.721342445773289,1.3238323631369,1.29798087700077,1.54242015680327,1.58211373482373,1.03559877406073
265,0.691524563526355,0.716837240302273,1.24278699891041,1.52729660350727,0.654038097940073,0.655459839827775,1.23588911246375,1.24038178808481,1.50245483825866,1.49827363122403,0.743310466199177,0.733887422774061,1.32034078079002,1.30112762738677,1.55357876306614,1.56053307887931,0.726276726138703,0.704406343193515,1.31610871562017,1.29044885335821,1.54280090170484,1.5845066997298,1.03000812043232
266,0.678356971949337,0.703978920206369,1.23646507535995,1.53105876969735,0.641105307538004,0.642535726339706,1.22835740986907,1.23283998789149,1.50377609892171,1.49898199449431,0.726189193174215,0.716675359379825,1.3108634875,1.29288780397259,1.554167892978,1.56227274575077,0.708890675209084,0.687036584579259,1.30698678423829,1.28151365656845,1.5425506307868,1.58591870533325,1.02397554263167
267,0.66520101181477,0.691542574008009,1.22981778777099,1.53452813195837,0.628157927861115,0.629839531139927,1.22150882283118,1.22585029465624,1.50658536319496,1.50049179487591,0.709123981800051,0.699402977907874,1.3011317758685,1.28459421856343,1.55561773654465,1.56418747325978,0.691938700453551,0.669863004702779,1.29782307595214,1.27186186670741,1.54395534903178,1.58903475695445,1.0183851712129
268,0.651522265340246,0.678696741069254,1.22148601093105,1.53589990787191,0.614845602385047,0.616871952961852,1.21329472741172,1.2175677916197,1.50761256113629,1.49982319508178,0.691669968791817,0.681717687043232,1.28982060601518,1.27434272122041,1.55475994693451,1.56332987414115,0.674675316530494,0.652403911920998,1.28710503315749,1.26009927431163,1.54363345436503,1.59020213547993,1.01228870114943
269,0.636849247768726,0.664682718802958,1.21016831181351,1.53334137378708,0.600841731406048,0.603150253078593,1.20172442313245,1.2061335674529,1.50371391671165,1.49422869510312,0.673396222143592,0.663270138059701,1.27553518006948,1.26031896181806,1.5485250995561,1.55697202216289,0.656401765665208,0.634174443965517,1.27326898726197,1.24494766231343,1.53816174771616,1.58586117054812,1.00472185434895
270,0.621436234392378,0.649784988569349,1.19615770414622,1.52652958578512,0.586269726163966,0.588824121265832,1.18729392055785,1.1917940960722,1.49552521685601,1.48492034707957,0.654483956426917,0.644150416507977,1.25818471189526,1.24294668765762,1.53731743749678,1.54596921255468,0.63751494643914,0.615385362757334,1.25634448984817,1.22690101117473,1.52749976974717,1.57680609956897,0.995806029336078
271,0.605673560792338,0.63449506017097,1.1801140942897,1.51569328482985,0.571331685655825,0.574156741829959,1.17101594729548,1.1752992495186,1.48449086668089,1.47380526154425,0.635232884630726,0.624565518926917,1.23808345533325,1.22319216797156,1.52244314091933,1.53192131047028,0.61857462978963,0.596371855037313,1.23679125618888,1.2068300639282,1.51254902257784,1.56469820533325,0.985916589123349
272,0.58967183222324,0.618977239915645,1.16249830278046,1.50216051204951,0.556021347305524,0.559157103905201,1.15328277997816,1.15727846377114,1.47124895017009,1.46099569984058,0.615744619158518,0.604770212892434,1.21604469906073,1.20192190206511,1.5054616749035,1.51552396549794,0.599459383730057,0.577180163677303,1.2152838124807,1.18521504543232,1.49485212337236,1.54987514038857,0.975286743695317
273,0.573425344471085,0.603257095170908,1.14365840891757,1.48750907732071,0.540266420566637,0.543747725664361,1.13424019489098,1.13825130384997,1.45607780091887,1.44594411111306,0.596042408440556,0.58500643108595,1.19298861019043,1.17987839197118,1.48781832815234,1.49709026948019,0.579828279258878,0.55775717117859,1.19252635079774,1.16236824323212,1.47602868172928,1.53222164467319,0.964079392520158
274,0.556857681222148,0.587249495539962,1.12356000157162,1.47156316596412,0.524139826207901,0.527988535219613,1.1139797675483,1.11808040028872,1.43874696570805,1.42839598136149,0.576118143888317,0.565187719994853,1.16895425853062,1.15689996648868,1.46880896256433,1.47657278262352,0.559776840459341,0.538180701788471,1.16866566389604,1.13838756784611,1.45597332727097,1.51216585631755,0.952149955566992
275,0.539862281217127,0.570813184497194,1.10196126122039,1.45317609385286,0.507795516884878,0.512014698324191,1.09254490151764,1.09627172900343,1.41877936129194,1.4082901038575,0.555947533601389,0.545050519801853,1.14348724352162,1.1323230071764,1.44658094345407,1.45372068158453,0.539639423317679,0.518595704728513,1.14352920456768,1.11324692828744,1.43362816646616,1.49040737231729,0.939212530279636
276,0.522529495042868,0.553988028766177,1.07891235868094,1.43211887966308,0.49131303937336,0.495897452400738,1.06973039129332,1.07277186647,1.39660633147885,1.38597847469465,0.535544379747813,0.52456957133299,1.11647227758621,1.10588753228255,1.42107939550952,1.42842614499485,0.519479786399897,0.498993546500257,1.11699528260422,1.08684026523417,1.40879967793361,1.46676888952651,0.925432185108938
277,0.505116223780174,0.536968109561528,1.0547169289507,1.40896303178389,0.474707666859144,0.479649530748277,1.04513361402408,1.04791069318253,1.37342453545561,1.36216433772266,0.51495669888703,0.503926552689141,1.08809736737648,1.07770095996848,1.39379773193837,1.40072509320317,0.499133093170998,0.479238863838137,1.08900140832476,1.05900558894107,1.38205212080224,1.44035024244081,0.911369194887631
278,0.487677769230383,0.519827354520919,1.02962855432509,1.38427978768311,0.457909061411195,0.463228703516061,1.01895870887614,1.02203932308851,1.34962284681973,1.33734612032186,0.494196329007977,0.48326356630211,1.05865045773932,1.04831427739642,1.36566391201428,1.3713525070027,0.478586296020973,0.459312931426917,1.05979729069738,1.02989851615414,1.35393097914629,1.41148200367344,0.897402309143936
279,0.470007525026675,0.502478098316659,1.00382836383516,1.35860701691124,0.440747261240475,0.446527188647176,0.992187137657382,0.995521488623326,1.32454281541242,1.31175328784003,0.473235691173443,0.462663454812146,1.02853968731343,1.01882235567422,1.33682206372877,1.34192194471179,0.458034024356665,0.439353940272774,1.03002793396809,1.00008448916624,1.32493154146938,1.38208515308801,0.883674850060045
280,0.45212658007607,0.484982609060668,0.977537994195549,1.33271194864115,0.423308219419304,0.429643993818962,0.965550025979438,0.968789818819276,1.29823136264765,1.28567915548749,0.452266191250643,0.442264455790015,0.998175400205867,0.989777095265054,1.307573824035,1.31332277308286,0.437677843592383,0.419588854657746,1.00018868378796,0.970160957076685,1.29566446428204,1.35324191950592,0.870366230399725
281,0.434516575378783,0.467699758299336,0.951066357586332,1.30779625905879,0.406175465641515,0.413076627096645,0.939202922290147,0.94240632247593,1.27219939489349,1.25956897161041,0.431894999755533,0.422309488239835,0.967955755416881,0.960633886239063,1.27860876690041,1.28496781791688,0.417705890549408,0.400394138715903,0.970439066212043,0.940737312802368,1.26696725937339,1.32425234188111,0.857772036541431
282,0.417536719480813,0.450941355748591,0.924736282289143,1.28441725961864,0.389761868207323,0.397178106310332,0.913183526769014,0.916650463954408,1.24755277719895,1.23390409472402,0.412490882848688,0.402976869145651,0.93815037886001,0.93107646612841,1.25051317862198,1.25637767135229,0.398254806902985,0.381995139668039,0.940914389475039,0.912154976389604,1.23938858038471,1.29475547690427,0.846017763081146
283,0.401045960699446,0.434777957398039,0.898887502732762,1.26114197593864,0.37383077244392,0.381752220870417,0.887363660622874,0.890951917668177,1.22376332131855,1.20921373894029,0.393591974819866,0.384219771461657,0.90865049141791,0.901787600945703,1.2234486616122,1.22785703725553,0.379316742286413,0.364139447799794,0.911787611399897,0.883990561412764,1.21258203120818,1.26594288282295,0.834723854177389
284,0.384858687413228,0.419174701133525,0.873725987627882,1.23665451374415,0.358109805849642,0.366558456302173,0.861622559875978,0.864790347958274,1.2001061708246,1.18568829086778,0.374749230037313,0.365965804181678,0.879308595515955,0.873403035991379,1.19733834302303,1.19975835772324,0.36085154638124,0.346575536007463,0.883172514680906,0.855797625624035,1.18604980567743,1.23879498344699,0.82347289758106
285,0.368984514022821,0.403806394720259,0.848849113297265,1.21173833931185,0.342676717869023,0.351573280451402,0.835987622266297,0.838534306850106,1.17626797802744,1.16194845983204,0.356220902071539,0.348197251595471,0.850083809559959,0.845539899208698,1.17137539078101,1.17201681801981,0.342783430024447,0.329439658633556,0.85487740136387,0.827647973739063,1.15933410507591,1.21210784069738,0.812102155086636
286,0.353506170628774,0.388377287960534,0.823828171633004,1.18767825126847,0.327709279926691,0.336865315689844,0.810571932638741,0.812781250050839,1.15220451998795,1.13661786673613,0.338417764693772,0.330939491405044,0.821032825939269,0.817676450231601,1.14480218311889,1.14455750735975,0.325068966443644,0.312957431703551,0.826724373546063,0.799792768811117,1.13218639619146,1.18442204621719,0.800598612798079
287,0.338628304374678,0.373357022851261,0.799239987853834,1.16515791940299,0.31340316489964,0.322714559135358,0.785800261657231,0.787993199897067,1.12892778919197,1.1114098514668,0.321438932752187,0.314408938896037,0.792672909527792,0.790322186113613,1.11864444907681,1.11805763998649,0.307955409383042,0.297235081748585,0.79922464270458,0.772748259759393,1.10575419563497,1.15678028279079,0.789468111339853
288,0.324585248105143,0.359471105039981,0.776012878598597,1.14453000637435,0.299936770304909,0.309455167377578,0.762184950325747,0.764528295291415,1.10775869030541,1.08909412379398,0.305255161567164,0.298873293901184,0.765667252277406,0.764362120876222,1.09454708388446,1.09342312049022,0.2917849249807,0.282322015916109,0.773119258903757,0.747087472555327,1.08162970656845,1.131131475386,0.779382438668725
289,0.311373014817418,0.346612056430212,0.754147362582378,1.12533833447648,0.287233286662566,0.297028601601747,0.739722465930231,0.742215007561854,1.08835127257824,1.06933215852278,0.289937373243695,0.284269584161091,0.740083474440299,0.739915159318708,1.07246445000965,1.07050997538922,0.276623884711143,0.268260709579259,0.748401974022131,0.722778463889604,1.059651768943,1.1075210625772,0.770240781437639
290,0.298837493267891,0.334158224247141,0.733066963975748,1.10663524098013,0.275058499243061,0.285131037661148,0.718089656405106,0.720557447562859,1.06933066019608,1.04985145907385,0.275613546326557,0.27033275132527,0.715610937281266,0.716612282350103,1.05129414663857,1.04851632538922,0.262359533475939,0.255084572831961,0.724603946127123,0.699416534553526,1.03856181065685,1.08480240189784,0.761459135014582
291,0.28696884604145,0.322014352412036,0.712625889148036,1.08814148701656,0.263428807868144,0.273730154980355,0.697275519704254,0.699462304397274,1.05035620271895,1.02998913151902,0.262290855995883,0.257104068553783,0.692104719094184,0.694263453525476,1.03064673504889,1.02712323479156,0.248969996500257,0.242774874009264,0.701684494698919,0.676952431909419,1.01789379423572,1.06257666762738,0.752667869274318
292,0.275892361829206,0.310584761989882,0.693098739093431,1.07021446149906,0.252592848868358,0.263049182762387,0.677563044643059,0.679217634264338,1.03207508807602,1.01062991547393,0.249860245863356,0.244909466816778,0.66958155138317,0.672856010450978,1.01082110170805,1.00648074211593,0.236517590964359,0.231264634180391,0.680010612210499,0.655680835737262,0.997946362741251,1.04117100776505,0.743718985417739
293,0.26555822498525,0.299960516387784,0.674579117105808,1.05300245995004,0.242583776232379,0.253096892082899,0.658952874659503,0.659941931348305,1.01472603175878,0.992242301520154,0.238182697343026,0.233747451814205,0.648077392595214,0.652402592238162,0.991944889684122,0.98671144240543,0.224929541704195,0.220440318290015,0.659644894171384,0.635620856568451,0.978808436551081,1.02069677306356,0.734545301423915
294,0.255670145947303,0.289768233252577,0.656887807948483,1.03632453670587,0.233120775122704,0.243566536479922,0.641035784022696,0.641494991421363,0.99791938787894,0.974627267434066,0.227082983646423,0.223142031832218,0.627647722323726,0.632941089764539,0.97386884253088,0.967874646249357,0.213944583266855,0.210131609997427,0.64020837254246,0.616398733131755,0.96024359877123,1.00093005557128,0.725190261451364
295,0.246139217114595,0.279854995706916,0.639967898334233,1.02013321529443,0.224082827987899,0.234352250994816,0.623667764043533,0.623877533911602,0.981546912657068,0.957628266158694,0.216560884650026,0.212883276762738,0.608368855699948,0.614528049375965,0.956533941746011,0.949981182031652,0.203498109399125,0.200321864577972,0.621575272130726,0.597918745560988,0.942242358691456,0.981847437532167,0.715789761537142
296,0.237355166147396,0.270602007303265,0.624063718762788,1.00471706154426,0.215735398011624,0.225815138970413,0.6073254395491,0.607429240385122,0.966185145523016,0.941287655571595,0.206990932057386,0.203393891495111,0.590362690356408,0.597256879641662,0.940121052666624,0.932953269953036,0.193976377615157,0.191328550945703,0.604224175334534,0.580732540330674,0.925332953496526,0.963909637474267,0.70667663166924
297,0.229577039195109,0.262266963714648,0.609322229973764,0.990216139266661,0.208259748859571,0.218193613589747,0.592342091590826,0.592330874790053,0.952107389031294,0.925652564407567,0.198597298391662,0.194988860087494,0.573678929760679,0.581166018573083,0.924723189121204,0.916718376138703,0.185617619769686,0.183360178988677,0.588472521435924,0.565196893219249,0.909838034527792,0.947388133311889,0.698100167781781
