[HEADER]
Format	J&M ASCII Table
Comment	
Date	5/30/2023 8:00:41 AM
Order	Y (evenX)
TechType	UV
NumPoints	483
FirstX	250.00
LastX	732.00
XType	NMetr
YType	Count
[DATA]
250.000000	328.449585
251.000000	330.392212
252.000000	332.049408
253.000000	331.931610
254.000000	329.256042
255.000000	326.219788
256.000000	325.244110
257.000000	326.436890
258.000000	328.990387
259.000000	330.951965
260.000000	330.018555
261.000000	327.529724
262.000000	327.508850
263.000000	330.058044
264.000000	330.761444
265.000000	328.096130
266.000000	325.855164
267.000000	326.383301
268.000000	326.998749
269.000000	325.404694
270.000000	323.981506
271.000000	325.484070
272.000000	327.766602
273.000000	327.204254
274.000000	324.291473
275.000000	321.843597
276.000000	321.310547
277.000000	322.893829
278.000000	325.093384
279.000000	324.321381
280.000000	319.702911
281.000000	315.750183
282.000000	315.636810
283.000000	316.967438
284.000000	317.033386
285.000000	316.167755
286.000000	315.434265
287.000000	315.064240
288.000000	314.934509
289.000000	314.955719
290.000000	315.043701
291.000000	314.745239
292.000000	313.281036
293.000000	311.024231
294.000000	309.974579
295.000000	311.130768
296.000000	313.146759
297.000000	314.636841
298.000000	315.025360
299.000000	314.150665
300.000000	313.105438
301.000000	313.103851
302.000000	313.267120
303.000000	311.933716
304.000000	310.142181
305.000000	310.702087
306.000000	313.175568
307.000000	313.772278
308.000000	311.510773
309.000000	309.925537
310.000000	311.119934
311.000000	313.068207
312.000000	313.744293
313.000000	313.119995
314.000000	311.670624
315.000000	310.239868
316.000000	309.681732
317.000000	309.864044
318.000000	310.187134
319.000000	310.603577
320.000000	311.467926
321.000000	312.562439
322.000000	313.028564
323.000000	312.576874
324.000000	311.906586
325.000000	311.485565
326.000000	310.986786
327.000000	310.217987
328.000000	309.948120
329.000000	310.939484
330.000000	312.583588
331.000000	313.830963
332.000000	314.174774
333.000000	313.456116
334.000000	312.327026
335.000000	312.055084
336.000000	312.712708
337.000000	312.946014
338.000000	312.301270
339.000000	312.039185
340.000000	312.777893
341.000000	313.001343
342.000000	311.649139
343.000000	310.883209
344.000000	312.960968
345.000000	315.662170
346.000000	315.453491
347.000000	312.995911
348.000000	311.270172
349.000000	311.347992
350.000000	312.636566
351.000000	313.988342
352.000000	313.647095
353.000000	311.405487
354.000000	309.964508
355.000000	310.924469
356.000000	311.997742
357.000000	311.124451
358.000000	310.017303
359.000000	310.886963
360.000000	312.650482
361.000000	313.107971
362.000000	312.348938
363.000000	311.809021
364.000000	312.234314
365.000000	313.728638
366.000000	315.804230
367.000000	317.244507
368.000000	317.621948
369.000000	318.101410
370.000000	319.475555
371.000000	320.963470
372.000000	321.551331
373.000000	320.429108
374.000000	317.237549
375.000000	314.313477
376.000000	314.761108
377.000000	317.711700
378.000000	319.935303
379.000000	320.316254
380.000000	319.694946
381.000000	318.999176
382.000000	319.171387
383.000000	320.332062
384.000000	320.997711
385.000000	320.338287
386.000000	319.979553
387.000000	321.247894
388.000000	322.117065
389.000000	320.283630
390.000000	318.078247
391.000000	319.354736
392.000000	322.858582
393.000000	324.271759
394.000000	322.614746
395.000000	320.015961
396.000000	317.946167
397.000000	316.834412
398.000000	316.722382
399.000000	317.031891
400.000000	317.213776
401.000000	317.019104
402.000000	316.491791
403.000000	316.752411
404.000000	318.764923
405.000000	320.248230
406.000000	317.987457
407.000000	313.979980
408.000000	313.294434
409.000000	316.216980
410.000000	318.614899
411.000000	318.391510
412.000000	316.412537
413.000000	314.008911
414.000000	313.017914
415.000000	314.344147
416.000000	315.965271
417.000000	315.939423
418.000000	315.110107
419.000000	314.874847
420.000000	315.020538
421.000000	314.732819
422.000000	314.156738
423.000000	314.016266
424.000000	314.510712
425.000000	315.345734
426.000000	316.028290
427.000000	315.831207
428.000000	314.711060
429.000000	313.984680
430.000000	314.319611
431.000000	314.044647
432.000000	311.959381
433.000000	310.816101
434.000000	313.600922
435.000000	317.429199
436.000000	317.496552
437.000000	314.848145
438.000000	313.937103
439.000000	315.314148
440.000000	316.034271
441.000000	315.012115
442.000000	313.733734
443.000000	313.368011
444.000000	314.157471
445.000000	315.693665
