[HEADER]
Format	J&M ASCII Table
446.000000	316.024109
447.000000	313.681763
448.000000	310.436493
449.000000	308.690948
450.000000	309.306671
451.000000	312.307709
452.000000	315.471954
453.000000	315.460388
454.000000	312.956177
455.000000	312.057098
456.000000	313.783234
457.000000	315.172455
458.000000	314.705200
459.000000	313.950348
460.000000	314.182129
461.000000	314.993500
462.000000	315.648499
463.000000	315.215759
464.000000	313.038605
465.000000	310.494598
466.000000	309.560303
467.000000	310.359131
468.000000	311.959259
469.000000	313.482727
470.000000	314.133057
471.000000	313.984589
472.000000	314.136383
473.000000	314.648315
474.000000	313.678589
475.000000	310.696167
476.000000	309.002747
477.000000	311.172852
478.000000	314.655548
479.000000	316.244385
480.000000	316.133759
481.000000	315.654541
482.000000	315.201508
483.000000	314.655548
484.000000	313.761719
485.000000	312.202301
486.000000	310.795471
487.000000	311.612213
488.000000	314.792297
489.000000	317.228699
490.000000	317.038391
491.000000	315.971375
492.000000	315.734131
493.000000	315.979614
494.000000	315.964874
495.000000	315.291779
496.000000	313.840210
497.000000	312.853149
498.000000	314.055176
499.000000	316.378387
500.000000	316.812622
501.000000	314.758270
502.000000	312.184265
503.000000	310.726929
504.000000	311.331512
505.000000	313.887115
506.000000	316.082611
507.000000	316.151947
508.000000	315.080017
509.000000	314.139587
510.000000	313.234558
511.000000	311.981476
512.000000	311.042786
513.000000	311.436188
514.000000	312.617371
515.000000	313.064423
516.000000	312.816681
517.000000	313.403259
518.000000	314.795227
519.000000	314.731689
520.000000	312.522797
521.000000	310.964050
522.000000	311.883484
523.000000	312.994843
524.000000	312.033203
525.000000	310.235565
526.000000	309.584229
527.000000	310.459015
528.000000	312.495850
529.000000	314.527832
530.000000	314.984650
531.000000	313.856049
532.000000	312.494415
533.000000	311.835541
534.000000	312.226929
535.000000	313.392975
536.000000	313.997498
537.000000	313.233490
538.000000	311.998566
539.000000	311.241943
540.000000	311.002838
541.000000	311.067932
542.000000	311.067596
543.000000	310.644379
544.000000	310.102173
545.000000	310.091156
546.000000	311.019653
547.000000	313.066162
548.000000	315.353851
549.000000	315.848846
550.000000	314.206635
551.000000	312.910217
552.000000	313.223450
553.000000	312.936523
554.000000	310.457275
555.000000	308.099365
556.000000	308.466095
557.000000	311.190002
558.000000	314.822845
559.000000	317.061859
560.000000	315.515076
561.000000	312.004425
562.000000	311.122894
563.000000	313.445435
564.000000	315.507080
565.000000	315.353943
566.000000	313.444031
567.000000	310.935577
568.000000	310.048218
569.000000	311.912506
570.000000	313.958191
571.000000	313.791534
572.000000	312.999603
573.000000	313.801544
574.000000	314.977783
575.000000	314.134430
576.000000	311.853821
577.000000	310.467468
578.000000	310.948059
579.000000	313.021667
580.000000	315.149017
581.000000	314.297150
582.000000	310.250214
583.000000	307.990112
584.000000	310.326752
585.000000	313.011597
586.000000	312.219788
587.000000	310.162415
588.000000	309.818390
589.000000	310.124481
590.000000	308.913513
591.000000	307.211700
592.000000	307.548035
593.000000	309.785126
594.000000	311.804260
595.000000	312.733124
596.000000	313.090912
597.000000	313.187286
598.000000	312.905670
599.000000	312.318970
600.000000	311.999725
601.000000	312.219910
602.000000	312.052795
603.000000	310.700714
604.000000	309.184387
605.000000	308.821960
606.000000	309.042175
607.000000	308.608521
608.000000	308.394104
609.000000	310.482452
610.000000	313.895416
611.000000	314.903625
612.000000	313.011597
613.000000	312.055939
614.000000	313.501160
615.000000	313.840515
616.000000	311.107941
617.000000	309.000641
618.000000	310.731354
619.000000	313.718628
620.000000	314.530334
621.000000	313.418243
622.000000	311.944702
623.000000	311.055237
624.000000	311.281281
625.000000	311.975769
626.000000	311.640045
627.000000	310.393311
628.000000	310.140717
629.000000	311.799561
630.000000	314.599823
631.000000	317.301514
632.000000	317.938477
633.000000	315.462708
634.000000	312.177673
635.000000	310.587341
636.000000	310.796783
637.000000	312.137054
638.000000	313.647430
639.000000	314.292603
640.000000	313.692810
641.000000	311.944183
642.000000	310.188965
643.000000	310.464447
644.000000	312.714294
645.000000	314.146545
646.000000	313.559326
647.000000	313.015289
648.000000	313.922302
649.000000	315.002869
650.000000	314.954620
651.000000	314.123627
652.000000	313.173279
653.000000	312.243774
654.000000	311.334839
655.000000	310.895416
656.000000	311.530853
657.000000	312.678162
658.000000	312.958099
659.000000	312.614349
660.000000	313.596863
661.000000	315.742065
662.000000	315.601593
663.000000	312.127136
664.000000	310.006897
665.000000	312.345428
666.000000	314.962738
667.000000	313.626740
668.000000	310.460083
669.000000	308.918457
670.000000	308.927582
671.000000	309.027039
672.000000	308.959381
673.000000	309.178406
674.000000	309.702454
675.000000	310.167480
676.000000	310.267853
677.000000	309.790070
678.000000	309.026093
679.000000	309.125854
680.000000	310.578369
681.000000	312.031067
682.000000	312.326538
683.000000	312.025696
684.000000	311.924561
685.000000	311.992645
686.000000	311.968201
687.000000	311.951416
688.000000	312.197845
689.000000	312.707794
690.000000	313.290863
691.000000	313.453308
692.000000	312.431274
693.000000	310.374573
694.000000	308.695557
695.000000	308.535217
696.000000	310.330109
697.000000	313.669037
698.000000	315.991913
699.000000	315.173798
700.000000	312.421600
701.000000	309.674866
702.000000	308.106689
703.000000	308.462128
704.000000	310.198090
705.000000	312.108551
706.000000	313.529449
707.000000	314.217316
708.000000	313.903320
709.000000	312.295197
710.000000	310.001373
711.000000	308.992676
712.000000	310.030884
713.000000	311.020355
714.000000	310.344360
715.000000	309.049774
716.000000	308.467194
717.000000	308.840393
718.000000	309.928589
719.000000	310.314575
720.000000	308.382904
721.000000	305.617767
722.000000	305.172333
723.000000	307.001404
724.000000	308.399872
725.000000	308.342957
726.000000	307.885864
727.000000	308.007385
728.000000	309.357574
729.000000	311.735565
730.000000	312.999451
731.000000	311.503906
732.000000	308.278473
