[HEADER]
Format	J&M ASCII Table
Comment	
Date	5/27/2023 9:59:15 AM
Order	Y (evenX)
TechType	UV
NumPoints	483
FirstX	250.00
LastX	732.00
XType	NMetr
YType	Count
[DATA]
250.000000	7228.520508
251.000000	6993.329102
252.000000	6780.037598
253.000000	6598.400391
254.000000	6456.436523
255.000000	6355.967773
256.000000	6297.385742
257.000000	6280.640137
258.000000	6305.483887
259.000000	6371.265625
260.000000	6477.048340
261.000000	6620.754395
262.000000	6799.278809
263.000000	7005.203125
264.000000	7226.257812
265.000000	7453.707031
266.000000	7685.242187
267.000000	7914.705078
268.000000	8124.490234
269.000000	8296.431641
270.000000	8417.321289
271.000000	8476.187500
272.000000	8468.365234
273.000000	8392.081055
274.000000	8250.322266
275.000000	8049.216309
276.000000	7801.715820
277.000000	7526.574707
278.000000	7240.812012
279.000000	6958.969238
280.000000	6692.812500
281.000000	6449.152832
282.000000	6233.767090
283.000000	6051.038574
284.000000	5904.246094
285.000000	5792.844727
286.000000	5715.469238
287.000000	5672.485840
288.000000	5664.722168
289.000000	5689.697266
290.000000	5742.944824
291.000000	5823.110352
292.000000	5931.778320
293.000000	6068.306641
294.000000	6228.771973
295.000000	6409.647949
296.000000	6608.749023
297.000000	6824.380859
298.000000	7055.874023
299.000000	7301.808594
300.000000	7556.017578
301.000000	7811.194336
302.000000	8062.588867
303.000000	8306.423828
304.000000	8535.805664
305.000000	8741.776367
306.000000	8918.516602
307.000000	9063.475586
308.000000	9172.108398
309.000000	9236.611328
310.000000	9251.871094
311.000000	9219.535156
312.000000	9142.535156
313.000000	9025.009766
314.000000	8871.244141
315.000000	8684.898437
316.000000	8470.030273
317.000000	8236.017578
318.000000	7994.564941
319.000000	7751.614258
320.000000	7508.823730
321.000000	7270.804687
322.000000	7045.525879
323.000000	6837.029297
324.000000	6642.630371
325.000000	6460.888672
326.000000	6294.958984
327.000000	6148.020996
328.000000	6020.735840
329.000000	5912.706543
330.000000	5820.815430
331.000000	5741.375488
332.000000	5674.623047
333.000000	5622.807617
334.000000	5585.925781
335.000000	5562.165039
336.000000	5550.629883
337.000000	5551.569336
338.000000	5564.777832
339.000000	5589.138184
340.000000	5623.807617
341.000000	5668.896973
342.000000	5724.451660
343.000000	5789.630371
344.000000	5863.263672
345.000000	5943.525879
346.000000	6028.440430
347.000000	6117.065918
348.000000	6209.063477
349.000000	6304.157715
350.000000	6402.102539
351.000000	6501.983887
